,romance,non-romance
it,0.0913818735824572,0.11109649532332684
it'll,0.0038075780659357164,0.002777412383083171
it's,0.017768697641033344,0.020059089433378457
it-wit,0.0,0.0008674569322779874
italian,0.0012691926886452389,0.0006172027517962602
italians,0.0008919030196784362,0.0
italy,0.004442174410258336,0.0006172027517962602
itch,0.0,0.0021686423306949685
item,0.0006345963443226194,0.0024688110071850408
its,0.0006345963443226194,0.0018516082553887807
ivory,0.0,0.0021686423306949685
ivory-inlay,0.0,0.0004337284661389937
ivy,0.0017838060393568723,0.0
j'ai,0.0008919030196784362,0.0
j.,0.0,0.0008674569322779874
jab,0.0,0.001301185398416981
jabbering,0.0,0.0004337284661389937
jack,0.003172981721613097,0.012961257787721465
jack's,0.0,0.002602370796833962
jackass,0.0,0.0008674569322779874
jacket,0.006980559787548813,0.004320419262573822
jackie's,0.0,0.0004337284661389937
jackson,0.0012691926886452389,0.0024688110071850408
jackson's,0.0,0.0004337284661389937
jacksons,0.0,0.0008674569322779874
jacobs,0.0,0.0008674569322779874
jade,0.0006345963443226194,0.0003086013758981301
jade-handled,0.0,0.0004337284661389937
jag,0.0008919030196784362,0.0
jagged,0.0,0.0004337284661389937
jaggedly,0.0008919030196784362,0.0
jaguar,0.0012691926886452389,0.0009258041276943903
jai,0.0,0.0004337284661389937
jail,0.0,0.0030360992629729563
jake,0.0,0.0008674569322779874
jalopy,0.0,0.0004337284661389937
jam,0.0012691926886452389,0.0009258041276943903
james,0.0,0.0021686423306949685
jane,0.0,0.007807112390501887
jane's,0.0,0.0004337284661389937
jangle,0.0,0.0004337284661389937
janice,0.004459515098392181,0.0
janitor,0.0006345963443226194,0.0003086013758981301
janitor's,0.0,0.0004337284661389937
january,0.0006345963443226194,0.0003086013758981301
jap's,0.0,0.0004337284661389937
japan,0.003172981721613097,0.0006172027517962602
japanese,0.008884348820516672,0.0012344055035925204
japs,0.0,0.0017349138645559748
jar,0.0019037890329678582,0.0006172027517962602
jarrodsville,0.0,0.002602370796833962
jason,0.0,0.0017349138645559748
java,0.0,0.0004337284661389937
javert,0.0,0.0004337284661389937
jaw,0.0012691926886452389,0.002777412383083171
jaycee,0.0,0.0004337284661389937
jazz,0.0,0.001301185398416981
je,0.0008919030196784362,0.0
jealous,0.0,0.0004337284661389937
jealousy,0.0,0.001301185398416981
jean,0.0006345963443226194,0.0003086013758981301
jean-paul,0.0,0.0004337284661389937
jean-pierre,0.0,0.0004337284661389937
jeb,0.0,0.0004337284661389937
jed,0.0,0.0030360992629729563
jed's,0.0,0.0004337284661389937
jeep,0.0,0.0039035561952509433
jehovah,0.0,0.0004337284661389937
jelly,0.0,0.0004337284661389937
jen,0.005351418118070617,0.0
jenkins,0.0,0.001301185398416981
jennie,0.0,0.001301185398416981
jennie's,0.0,0.0004337284661389937
jennifer,0.0008919030196784362,0.0
jenny,0.006243321137749054,0.0
jenny's,0.0008919030196784362,0.0
jeopardize,0.0,0.0004337284661389937
jeopardy,0.0,0.0004337284661389937
jerez,0.0008919030196784362,0.0
jerk,0.0025383853772904777,0.0030860137589813013
jerking,0.0,0.0004337284661389937
jerky,0.0,0.0004337284661389937
jeroboam,0.0008919030196784362,0.0
jerry,0.0,0.0017349138645559748
jerry's,0.0,0.0004337284661389937
jersey,0.0008919030196784362,0.0
jerusalem,0.0,0.0004337284661389937
jess,0.0,0.014313039382586793
jess's,0.0,0.006072198525945913
jesse,0.0,0.001301185398416981
jest,0.0,0.0008674569322779874
jesus,0.0008919030196784362,0.0
jet,0.0012691926886452389,0.0006172027517962602
jet-black,0.0008919030196784362,0.0
jeunes,0.0,0.0004337284661389937
jewel,0.0,0.0004337284661389937
jewel-bright,0.0,0.0004337284661389937
jeweler's,0.0008919030196784362,0.0
jewish,0.0008919030196784362,0.0
jews,0.0,0.0004337284661389937
jiffy,0.0008919030196784362,0.0
jiffy-couch-a-bed,0.0,0.0004337284661389937
jiggle,0.0008919030196784362,0.0
jilt,0.0008919030196784362,0.0
jim,0.008249752476194052,0.0003086013758981301
jim's,0.0026757090590353084,0.0
jimmy,0.0,0.0004337284661389937
jingle,0.0006345963443226194,0.0003086013758981301
jinny,0.0,0.0004337284661389937
jinx,0.0008919030196784362,0.0
jist,0.0,0.002602370796833962
joan,0.0019037890329678582,0.0006172027517962602
joan's,0.0006345963443226194,0.0003086013758981301
job,0.020941679362646442,0.011109649532332684
jobless,0.0008919030196784362,0.0
jobs,0.0008919030196784362,0.0
jockey,0.0017838060393568723,0.0
jocose,0.0,0.0004337284661389937
jocular,0.0006345963443226194,0.0006172027517962602
joe,0.003172981721613097,0.0006172027517962602
joe's,0.0,0.0004337284661389937
john,0.024749257428582156,0.0018516082553887807
john'll,0.0008919030196784362,0.0
john's,0.007135224157427489,0.0
john-and-linda,0.004459515098392181,0.0
john-henry,0.0,0.0004337284661389937
johnnie,0.022297575491960906,0.0
johnnie's,0.0008919030196784362,0.0
johnny,0.0,0.0008674569322779874
johnson,0.0,0.005638470059806918
johnson's,0.0,0.0030360992629729563
johnston,0.0,0.004337284661389937
join,0.0025383853772904777,0.007406433021555123
joint,0.0,0.0008674569322779874
jointly,0.0,0.0008674569322779874
joke,0.003172981721613097,0.004011817886675691
joker,0.0,0.0004337284661389937
joking,0.0,0.0004337284661389937
jolla,0.0,0.0008674569322779874
jolly,0.0017838060393568723,0.0
jolt,0.0017838060393568723,0.0
jonathan,0.0008919030196784362,0.0
jones,0.0,0.005638470059806918
jose,0.0,0.0004337284661389937
joseph,0.0,0.0017349138645559748
joss,0.0,0.0004337284661389937
jot,0.0008919030196784362,0.0
jour,0.0035676120787137447,0.0
journal,0.0006345963443226194,0.0003086013758981301
journalese,0.0,0.0008674569322779874
journalism,0.0,0.0008674569322779874
journalist,0.0,0.0008674569322779874
journey,0.0,0.001301185398416981
journey's,0.0006345963443226194,0.0003086013758981301
joviality,0.0,0.0004337284661389937
jowl,0.0012691926886452389,0.0006172027517962602
joy,0.003172981721613097,0.0018516082553887807
joyce,0.0006345963443226194,0.005246223390268212
joyfully,0.0,0.0004337284661389937
joyous,0.0,0.0008674569322779874
jr.,0.0,0.0004337284661389937
juan,0.0,0.001301185398416981
jubal,0.0,0.0039035561952509433
jubal's,0.0,0.001301185398416981
jubilantly,0.0008919030196784362,0.0
judge,0.0006345963443226194,0.002777412383083171
judgment,0.0012691926886452389,0.0003086013758981301
judith,0.0,0.001301185398416981
jug,0.0006345963443226194,0.0006172027517962602
juice,0.003172981721613097,0.0006172027517962602
juicy,0.0,0.0004337284661389937
juju,0.0,0.0004337284661389937
juke,0.0,0.0004337284661389937
julia,0.004442174410258336,0.005863426142064472
julie,0.006243321137749054,0.0
july,0.0006345963443226194,0.0003086013758981301
jumble,0.0,0.0004337284661389937
jump,0.0019037890329678582,0.009566642652842034
jumping,0.0,0.0008674569322779874
jumpy,0.0,0.0004337284661389937
junction,0.0008919030196784362,0.0
juncture,0.0,0.0004337284661389937
june,0.0025383853772904777,0.0003086013758981301
jungian,0.0,0.0004337284661389937
jungle,0.0,0.008674569322779874
junior,0.0,0.0017349138645559748
junk,0.0008919030196784362,0.0
jurisprudence,0.0,0.0004337284661389937
jury,0.0012691926886452389,0.0018516082553887807
just,0.017768697641033344,0.010492446780536424
justice,0.0,0.0017349138645559748
justify,0.0006345963443226194,0.0003086013758981301
jut,0.0,0.0004337284661389937
juvenile,0.0,0.001301185398416981
jyj,0.0,0.0004337284661389937
jym,0.0,0.0004337284661389937
kafka,0.0,0.0021686423306949685
kali,0.0,0.0004337284661389937
kamikaze,0.0,0.0004337284661389937
kandinsky,0.0,0.0004337284661389937
kansas-nebraska,0.0008919030196784362,0.0
kanto,0.0008919030196784362,0.0
karamazov,0.0008919030196784362,0.0
kare,0.0008919030196784362,0.0
karipo,0.0,0.0017349138645559748
karipo's,0.0,0.0004337284661389937
kaster's,0.0,0.0004337284661389937
kate,0.0,0.0004337284661389937
katharine,0.0,0.002602370796833962
katharine's,0.0,0.0004337284661389937
kathy,0.0,0.0004337284661389937
katya,0.0,0.001301185398416981
kava,0.0,0.0004337284661389937
kayo,0.0,0.0004337284661389937
kazoo,0.0,0.0004337284661389937
keane,0.0,0.0008674569322779874
keddah,0.0,0.0004337284661389937
kee-reist,0.0,0.0004337284661389937
keel,0.0,0.0004337284661389937
keen,0.0006345963443226194,0.0006172027517962602
keening,0.0,0.0004337284661389937
keep,0.03997956969232502,0.03086013758981301
keeper,0.0,0.001301185398416981
keeping,0.0,0.0004337284661389937
keg,0.0,0.0004337284661389937
keith,0.0,0.008674569322779874
keith's,0.0,0.001301185398416981
kelseyville,0.0,0.0004337284661389937
kemchenjunga,0.0,0.0004337284661389937
ken,0.006243321137749054,0.0
kenneth,0.0,0.0004337284661389937
keno,0.0008919030196784362,0.0
kentucky,0.0008919030196784362,0.0
kerchief,0.0,0.0004337284661389937
kettle,0.0006345963443226194,0.0003086013758981301
key,0.0038075780659357164,0.006789230269758862
keyboard,0.0008919030196784362,0.0
kezziah,0.0008919030196784362,0.0
khaki,0.0,0.0004337284661389937
khartoum,0.0,0.0004337284661389937
khasi,0.0,0.0004337284661389937
khmer,0.0,0.0004337284661389937
khrushchev,0.0,0.0004337284661389937
kibbutz,0.0008919030196784362,0.0
kick,0.0006345963443226194,0.005246223390268212
kid,0.008249752476194052,0.011726852284128944
kid's,0.0,0.0008674569322779874
kidding,0.0,0.0004337284661389937
kidnap,0.0,0.0004337284661389937
kidnapper,0.0,0.001301185398416981
kill,0.01078813785348453,0.020367690809276588
killer,0.0,0.006505926992084906
killin',0.0,0.0004337284661389937
killing,0.0006345963443226194,0.0024688110071850408
killpath,0.0,0.00824084085664088
killpath's,0.0,0.002602370796833962
kimball,0.0,0.0004337284661389937
kimono,0.0008919030196784362,0.0
kin,0.0,0.0004337284661389937
kind,0.02221087205129168,0.017281677050295288
kind's,0.0008919030196784362,0.0
kinda,0.0,0.001301185398416981
kindliness,0.0,0.0004337284661389937
kindly,0.0,0.0004337284661389937
kindness,0.0,0.0004337284661389937
kindred,0.0,0.0004337284661389937
king,0.0012691926886452389,0.004011817886675691
king's,0.0,0.001301185398416981
kingdom,0.0,0.0004337284661389937
kingsley,0.0,0.0004337284661389937
kinship,0.0008919030196784362,0.0
kipling's,0.0,0.0004337284661389937
kirby,0.006243321137749054,0.0
kirby's,0.0026757090590353084,0.0
kiss,0.004442174410258336,0.005863426142064472
kissin',0.0008919030196784362,0.0
kissing,0.0,0.0004337284661389937
kitchen,0.007615156131871433,0.009566642652842034
kitchenette,0.0008919030196784362,0.0
kitten,0.0019037890329678582,0.0015430068794906506
kittenish,0.0,0.0004337284661389937
kitti,0.0,0.007807112390501887
kitti's,0.0,0.0008674569322779874
kitty,0.0,0.002602370796833962
kitty's,0.0,0.0021686423306949685
kiz,0.0026757090590353084,0.0
kizzie,0.004459515098392181,0.0
kleenex,0.0008919030196784362,0.0
kline,0.0,0.0004337284661389937
knee,0.0025383853772904777,0.007097831645656993
knee-length,0.0,0.0008674569322779874
kneecap,0.0,0.0004337284661389937
kneel,0.0025383853772904777,0.0018516082553887807
kneeling,0.0,0.0004337284661389937
knife,0.005711367098903575,0.0049376220143700815
knife's,0.0,0.001301185398416981
knife-men,0.0,0.0004337284661389937
knifelike,0.0,0.0004337284661389937
knight,0.0012691926886452389,0.0006172027517962602
knightly,0.0,0.0004337284661389937
knit,0.0006345963443226194,0.0003086013758981301
knob,0.0008919030196784362,0.0
knock,0.0025383853772904777,0.004629020638471952
knot,0.0006345963443226194,0.0015430068794906506
knotty,0.0,0.0004337284661389937
know,0.11486193832239411,0.11973733384847449
knowingly,0.0008919030196784362,0.0
knowledge,0.0038075780659357164,0.0030860137589813013
knuckle,0.0,0.0021686423306949685
kobayashi,0.0008919030196784362,0.0
kodaks,0.0,0.0004337284661389937
kodyke,0.0,0.0030360992629729563
kohi,0.0008919030196784362,0.0
komurasaki,0.0008919030196784362,0.0
kong,0.0026757090590353084,0.0
kool-aid,0.0008919030196784362,0.0
kooning,0.0,0.0004337284661389937
korean,0.0008919030196784362,0.0
kotowaza,0.0008919030196784362,0.0
koussevitzky's,0.0,0.0004337284661389937
krishna,0.0,0.0004337284661389937
krishnaists,0.0008919030196784362,0.0
kroger's,0.0,0.0004337284661389937
kruger,0.0,0.0021686423306949685
kruger's,0.0,0.0008674569322779874
ksu'u'peli'afo,0.0,0.0004337284661389937
kupcinet,0.0,0.0004337284661389937
l'osservatore,0.0,0.0004337284661389937
l's,0.0008919030196784362,0.0
l'turu,0.0,0.001301185398416981
l'unita,0.0,0.0004337284661389937
l.,0.0,0.0008674569322779874
l.s.u.,0.0,0.0004337284661389937
la,0.0,0.001301185398416981
lab,0.0006345963443226194,0.0006172027517962602
laban,0.0035676120787137447,0.0
labans,0.0008919030196784362,0.0
label,0.0006345963443226194,0.0003086013758981301
labor,0.0008919030196784362,0.0
laboratory,0.0,0.0017349138645559748
laboriously,0.0,0.0004337284661389937
lace,0.0019037890329678582,0.0003086013758981301
lacerate,0.0006345963443226194,0.0003086013758981301
lacheln,0.0,0.0004337284661389937
lack,0.0025383853772904777,0.002777412383083171
lacy,0.0006345963443226194,0.0003086013758981301
lad,0.0006345963443226194,0.0003086013758981301
lad's,0.0,0.0004337284661389937
ladder,0.0006345963443226194,0.0018516082553887807
laden,0.0006345963443226194,0.0006172027517962602
ladies,0.0,0.0004337284661389937
ladies',0.0,0.001301185398416981
ladle,0.0,0.0004337284661389937
lady,0.004442174410258336,0.008023635773351382
lady's,0.0012691926886452389,0.0003086013758981301
ladylike,0.0,0.0004337284661389937
lagoon,0.0006345963443226194,0.0009258041276943903
lahk,0.0,0.0004337284661389937
lake,0.0006345963443226194,0.002160209631286911
lakes,0.0008919030196784362,0.0
lakewood,0.0,0.0004337284661389937
lalaurie,0.0,0.007373383924362893
lalaurie's,0.0,0.0004337284661389937
lalauries,0.0,0.0008674569322779874
lalauries',0.0,0.0004337284661389937
lam,0.0,0.0008674569322779874
lame,0.0,0.0004337284661389937
lamechian,0.0,0.0004337284661389937
lamechians,0.0,0.0004337284661389937
lament,0.0017838060393568723,0.0
lamp,0.0006345963443226194,0.0018516082553887807
lamplight,0.0006345963443226194,0.0006172027517962602
lancaster,0.0008919030196784362,0.0
lance,0.0,0.0017349138645559748
land,0.003172981721613097,0.009566642652842034
landau,0.0,0.0004337284661389937
landing,0.0006345963443226194,0.0012344055035925204
landis,0.0,0.001301185398416981
landlord,0.0,0.0034698277291119496
landlord's,0.0,0.0004337284661389937
landmark,0.0,0.0004337284661389937
landscape,0.0,0.001301185398416981
landslide,0.0,0.0004337284661389937
lane,0.0,0.0004337284661389937
lanesville,0.0,0.0004337284661389937
langer,0.0,0.001301185398416981
langford,0.0,0.007807112390501887
language,0.0025383853772904777,0.002777412383083171
languid,0.0,0.0004337284661389937
lantern,0.0,0.0021686423306949685
lao-tse,0.0008919030196784362,0.0
lap,0.0025383853772904777,0.0015430068794906506
lapel,0.0,0.0008674569322779874
lapse,0.0006345963443226194,0.0015430068794906506
laramie,0.0,0.0008674569322779874
larceny,0.0,0.0004337284661389937
lard,0.0,0.0004337284661389937
larder,0.0,0.0004337284661389937
laredo,0.0,0.0004337284661389937
large,0.008884348820516672,0.013269859163619595
large-enough,0.0,0.0004337284661389937
largely,0.0,0.0004337284661389937
larger,0.0,0.0004337284661389937
larkspur,0.0017838060393568723,0.0
larry,0.0,0.001301185398416981
lars,0.0,0.0004337284661389937
las,0.0,0.001301185398416981
lasalle,0.0,0.0004337284661389937
lascar,0.0,0.0004337284661389937
lascivious,0.0,0.0004337284661389937
lash,0.0012691926886452389,0.0012344055035925204
last,0.029826028183163114,0.03271174584520179
lasting,0.0,0.0004337284661389937
lastly,0.0,0.0004337284661389937
latch,0.0,0.0017349138645559748
late,0.008249752476194052,0.007406433021555123
lately,0.0006345963443226194,0.0009258041276943903
latent,0.0,0.0004337284661389937
later,0.01205733054212977,0.021910697688767238
lath,0.0017838060393568723,0.0
lather,0.0,0.001301185398416981
latin,0.0019037890329678582,0.0006172027517962602
latter,0.0,0.002602370796833962
latter's,0.0,0.0004337284661389937
laudanum,0.0,0.0004337284661389937
laugh,0.017134101296710724,0.012035453660027074
laughingly,0.0,0.0004337284661389937
laughter,0.0006345963443226194,0.0018516082553887807
launch,0.0,0.001301185398416981
launching,0.0,0.0004337284661389937
laundry,0.0,0.0004337284661389937
laura,0.003172981721613097,0.0003086013758981301
laurel,0.0,0.0004337284661389937
lauren,0.0,0.004337284661389937
lavender,0.0012691926886452389,0.0006172027517962602
lavish,0.0,0.0004337284661389937
lavishly,0.0,0.0004337284661389937
law,0.0019037890329678582,0.005554824766166342
law-abiding,0.0,0.0004337284661389937
law-enforcement,0.0,0.0004337284661389937
law-unto-itself,0.0,0.0004337284661389937
lawful,0.0008919030196784362,0.0
lawless,0.0,0.0004337284661389937
lawman,0.0,0.0017349138645559748
lawman's,0.0,0.0004337284661389937
lawn,0.0019037890329678582,0.0012344055035925204
lawyer,0.003172981721613097,0.002777412383083171
lax,0.0,0.0004337284661389937
laxness,0.0,0.0004337284661389937
lay,0.01015354150916191,0.017281677050295288
lay-offs,0.0,0.0004337284661389937
lay-sisters,0.0035676120787137447,0.0
layer,0.0,0.0004337284661389937
layman,0.0,0.0004337284661389937
lazily,0.0,0.0004337284661389937
lazy,0.0008919030196784362,0.0
le,0.0012691926886452389,0.0006172027517962602
lead,0.008249752476194052,0.014812866043110245
leaded,0.0,0.0004337284661389937
leaden,0.0,0.0008674569322779874
leader,0.0035676120787137447,0.0
leader's,0.0,0.0004337284661389937
leadership,0.004442174410258336,0.0003086013758981301
leading,0.0,0.0004337284661389937
leaf,0.0019037890329678582,0.0012344055035925204
leafmold,0.0,0.0004337284661389937
leafy,0.0,0.0008674569322779874
league,0.005076770754580955,0.0003086013758981301
leak,0.0012691926886452389,0.0003086013758981301
leaky,0.0,0.0004337284661389937
lean,0.01078813785348453,0.007406433021555123
leaning,0.0006345963443226194,0.0006172027517962602
leap,0.0012691926886452389,0.005554824766166342
learn,0.003172981721613097,0.008023635773351382
lease,0.0,0.0004337284661389937
least,0.007615156131871433,0.012035453660027074
leather,0.0012691926886452389,0.002777412383083171
leather-bound,0.0,0.0004337284661389937
leave,0.04505634044690598,0.045055800881127
leavin,0.0,0.0008674569322779874
leavin',0.0008919030196784362,0.0
leaving,0.0006345963443226194,0.0015430068794906506
lecture,0.0006345963443226194,0.0012344055035925204
led,0.0,0.0004337284661389937
ledge,0.0,0.0017349138645559748
ledger,0.0,0.0004337284661389937
lee,0.005351418118070617,0.0
leer,0.0,0.001301185398416981
left,0.007615156131871433,0.012035453660027074
left-front,0.0,0.0004337284661389937
left-hand,0.0,0.0017349138645559748
leftist,0.0,0.0004337284661389937
leg,0.006980559787548813,0.013578460539517724
leg's,0.0,0.0004337284661389937
legal,0.0006345963443226194,0.0015430068794906506
legally,0.0,0.0008674569322779874
legation,0.0,0.0004337284661389937
legation's,0.0,0.0004337284661389937
legend,0.0,0.0017349138645559748
legendary,0.0,0.0004337284661389937
legging,0.0008919030196784362,0.0
legion,0.0008919030196784362,0.0
legitimate,0.0,0.0004337284661389937
leigh,0.0,0.001301185398416981
leisure,0.0008919030196784362,0.0
leisurely,0.0,0.0008674569322779874
leitmotiv,0.0,0.0004337284661389937
lemon,0.0025383853772904777,0.0012344055035925204
lemon-meringue,0.0,0.0004337284661389937
lemonade,0.0,0.0004337284661389937
lend,0.0,0.0004337284661389937
length,0.004442174410258336,0.002160209631286911
lengthen,0.0,0.0004337284661389937
lengthy,0.0008919030196784362,0.0
lenient,0.0,0.0008674569322779874
lens,0.0,0.0004337284661389937
leone,0.0,0.0004337284661389937
leopard,0.0,0.0004337284661389937
leprosy,0.0,0.0004337284661389937
lerner,0.0,0.0004337284661389937
less,0.007615156131871433,0.015430068794906505
less-dramatic,0.0008919030196784362,0.0
lessen,0.0012691926886452389,0.0003086013758981301
lesson,0.0006345963443226194,0.0015430068794906506
lest,0.0006345963443226194,0.0003086013758981301
lester,0.0,0.0017349138645559748
lester's,0.0,0.0004337284661389937
let,0.03299900990477621,0.02653971832723919
let's,0.00951894516483929,0.011418250908230815
letch,0.0,0.00824084085664088
letch's,0.0,0.0008674569322779874
lethal,0.0,0.001301185398416981
lethargy,0.0008919030196784362,0.0
letter,0.017134101296710724,0.005554824766166342
lettin',0.0,0.0004337284661389937
level,0.0006345963443226194,0.004011817886675691
level's,0.0,0.0004337284661389937
lever,0.0,0.0004337284661389937
levi,0.0,0.0008674569322779874
levi-clad,0.0,0.0004337284661389937
lew,0.0,0.0004337284661389937
lewd,0.0008919030196784362,0.0
lewis,0.0,0.004771013127528931
lewis',0.0,0.0004337284661389937
lexington,0.0,0.0004337284661389937
leyte,0.0,0.0017349138645559748
liable,0.0,0.0004337284661389937
liaison,0.0,0.0004337284661389937
liberal,0.0,0.0004337284661389937
liberally,0.0,0.0004337284661389937
liberate,0.0,0.0004337284661389937
liberty,0.0017838060393568723,0.0
library,0.0019037890329678582,0.0009258041276943903
license,0.0012691926886452389,0.004011817886675691
lick,0.0025383853772904777,0.0012344055035925204
lid,0.0,0.001301185398416981
lidless,0.0,0.0004337284661389937
lie,0.008249752476194052,0.005863426142064472
lieu,0.0,0.0004337284661389937
lieut,0.0,0.0004337284661389937
lieutenant,0.0025383853772904777,0.003394615134879431
lieutenant's,0.0,0.001301185398416981
life,0.03553739528206669,0.02129349493697098
lifeboat,0.0,0.0021686423306949685
lifeguard,0.0008919030196784362,0.0
lifeless,0.0,0.0004337284661389937
lifelong,0.0,0.0004337284661389937
lifetime,0.0006345963443226194,0.0006172027517962602
lift,0.004442174410258336,0.008332237149249513
lifting,0.0,0.0004337284661389937
light,0.018403293985355965,0.03610636098008122
light-colored,0.0,0.0004337284661389937
light-headed,0.0,0.0004337284661389937
light-headedness,0.0,0.0004337284661389937
light-year,0.0,0.0004337284661389937
lighted,0.0,0.0004337284661389937
lighten,0.0008919030196784362,0.0
lighter,0.0,0.0008674569322779874
lighthearted,0.0008919030196784362,0.0
lighting,0.0,0.0004337284661389937
lightly,0.0012691926886452389,0.0024688110071850408
lightning,0.0,0.001301185398416981
lights,0.0,0.0004337284661389937
lightweight,0.0,0.0008674569322779874
lightyears,0.0,0.0004337284661389937
like,0.130092250586137,0.10831908294024367
likee,0.0008919030196784362,0.0
likelihood,0.0,0.0008674569322779874
likely,0.0006345963443226194,0.002160209631286911
liken,0.0008919030196784362,0.0
likewise,0.0,0.0008674569322779874
liking,0.0,0.0004337284661389937
lila,0.0,0.0008674569322779874
lilac,0.0,0.0008674569322779874
liliputian,0.0008919030196784362,0.0
lilliputian,0.0008919030196784362,0.0
lilt,0.0,0.0004337284661389937
limb,0.0,0.0021686423306949685
limit,0.0006345963443226194,0.003394615134879431
limitation,0.0,0.0008674569322779874
limited,0.0008919030196784362,0.0
limitless,0.0,0.0004337284661389937
limp,0.004442174410258336,0.0018516082553887807
limp-looking,0.0,0.0004337284661389937
limpid,0.0008919030196784362,0.0
limply,0.0,0.0004337284661389937
lincoln,0.0006345963443226194,0.0006172027517962602
linda,0.022297575491960906,0.0
linda's,0.0026757090590353084,0.0
linden,0.0008919030196784362,0.0
lindsay,0.0,0.0004337284661389937
line,0.01142273419780715,0.017898879802091545
lineage,0.0,0.0004337284661389937
linen,0.0,0.0008674569322779874
lineup,0.0,0.0004337284661389937
linger,0.0006345963443226194,0.0012344055035925204
lingerie,0.0006345963443226194,0.0003086013758981301
lingo,0.0,0.0004337284661389937
linguist,0.0,0.0017349138645559748
liniment,0.0008919030196784362,0.0
link,0.0012691926886452389,0.0012344055035925204
lint,0.0,0.0008674569322779874
lion,0.0,0.0004337284661389937
lionel,0.0,0.0004337284661389937
lionize,0.0,0.0004337284661389937
lions,0.0,0.0004337284661389937
lip,0.007615156131871433,0.012035453660027074
lips,0.0,0.0004337284661389937
lipstick,0.0017838060393568723,0.0
liquid,0.0,0.001301185398416981
liquidation,0.0008919030196784362,0.0
liquor,0.0006345963443226194,0.002777412383083171
liquor-crazed,0.0,0.0004337284661389937
lisa,0.0,0.0017349138645559748
lissa,0.0,0.0008674569322779874
list,0.0012691926886452389,0.0030860137589813013
listen,0.016499504952388104,0.012035453660027074
listener,0.0006345963443226194,0.0006172027517962602
listening,0.0006345963443226194,0.0003086013758981301
listless,0.0,0.0004337284661389937
listlessly,0.0,0.0004337284661389937
lit,0.0,0.0004337284661389937
literally,0.0012691926886452389,0.0012344055035925204
literary,0.0006345963443226194,0.0009258041276943903
literature,0.0006345963443226194,0.0009258041276943903
lithe,0.0006345963443226194,0.0006172027517962602
litigant,0.0,0.0004337284661389937
litigation,0.0,0.0004337284661389937
litle,0.0,0.0004337284661389937
litter,0.0006345963443226194,0.0012344055035925204
little,0.06599801980955242,0.050610625647293336
little-town,0.0008919030196784362,0.0
livable,0.0,0.0004337284661389937
live,0.025383853772904776,0.0256139141995448
lived,0.0,0.0008674569322779874
livelihood,0.0,0.0004337284661389937
lively,0.0026757090590353084,0.0
liver,0.0,0.001301185398416981
liveried,0.0,0.0004337284661389937
livery,0.0,0.0017349138645559748
living,0.0025383853772904777,0.0012344055035925204
living-room,0.0,0.0004337284661389937
livingston,0.0,0.0004337284661389937
liz,0.0,0.0004337284661389937
lizard,0.0,0.0004337284661389937
lizard's,0.0,0.0004337284661389937
lloyd's,0.0,0.0004337284661389937
load,0.0006345963443226194,0.004011817886675691
loaf,0.0008919030196784362,0.0
loan,0.0,0.0008674569322779874
loathe,0.0006345963443226194,0.0003086013758981301
loathsome,0.0,0.001301185398416981
lobby,0.0012691926886452389,0.004011817886675691
local,0.0006345963443226194,0.0030860137589813013
locate,0.0,0.0030360992629729563
location,0.0,0.001301185398416981
lock,0.003172981721613097,0.006789230269758862
locker,0.0012691926886452389,0.0009258041276943903
lockup,0.0,0.0008674569322779874
lodge,0.006345963443226194,0.0003086013758981301
lodging,0.0006345963443226194,0.0003086013758981301
loft,0.0,0.0004337284661389937
lofty,0.0,0.0004337284661389937
log,0.0006345963443226194,0.0015430068794906506
log-house,0.0008919030196784362,0.0
logic,0.0012691926886452389,0.0009258041276943903
logical,0.0006345963443226194,0.0012344055035925204
logically,0.0,0.001301185398416981
logistics,0.0,0.0004337284661389937
loin,0.0,0.0004337284661389937
loincloth,0.0,0.0004337284661389937
lolly,0.0,0.001301185398416981
lolotte,0.0,0.0034698277291119496
lolotte's,0.0,0.0004337284661389937
london,0.0006345963443226194,0.0003086013758981301
london-bred,0.0,0.0004337284661389937
lone,0.0006345963443226194,0.0012344055035925204
lonely,0.0012691926886452389,0.004320419262573822
loner,0.0,0.0004337284661389937
lonesome,0.0017838060393568723,0.0
long,0.04822932216851908,0.05770845729295033
long-distance,0.0,0.0004337284661389937
long-hair,0.0008919030196784362,0.0
long-sleeved,0.0008919030196784362,0.0
long-stemmed,0.0,0.0004337284661389937
longer,0.0006345963443226194,0.0015430068794906506
longfellow,0.0,0.0004337284661389937
longfellow's,0.0,0.0004337284661389937
longhand,0.0,0.0004337284661389937
longshoremen's,0.0,0.0004337284661389937
longshot,0.0,0.0004337284661389937
longue,0.0026757090590353084,0.0
look,0.11168895660078101,0.08795139213096709
looking,0.0,0.0017349138645559748
looks,0.0,0.0004337284661389937
looky,0.0,0.0004337284661389937
loom,0.0006345963443226194,0.0015430068794906506
loon,0.0,0.0004337284661389937
loop,0.0,0.001301185398416981
loophole,0.0,0.0004337284661389937
loose,0.0012691926886452389,0.004011817886675691
loose-jowled,0.0,0.0004337284661389937
loosely,0.0006345963443226194,0.0003086013758981301
loosely-taped,0.0,0.0004337284661389937
loosen,0.0025383853772904777,0.0003086013758981301
looseness,0.0008919030196784362,0.0
loot,0.0,0.0017349138645559748
lopsidedly,0.0,0.0004337284661389937
